"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 0.643149309284992 0.419300149140878 -0.782212020484593 0.356130500106585 0.298799028777134 0.504294588884608 0.0413460121671886 0.662454631557345 0.772880471485759 0.321688154787283
"2" 0.0116788653476677 -0.562748428910773 -0.158620732927481 0.225343850199568 -0.0343883560229617 0.341151149167174 0.241652889988048 0.589110388498768 0.265663842098014 0.274473273116434
"3" 0.529482641611681 -0.406964116034179 -0.294500297111765 0.109416598691365 -0.101829634264829 -0.000842448369276373 0.138356824639213 -0.454814358112093 0.232105870373054 0.0111454243538024
"4" 0.686502277609666 0.690298109337558 0.431693553688746 0.690907566280281 0.455614184591294 0.234216194086744 0.277137763213196 0.510980617817858 0.669344492374721 0.595490109323196
"5" -0.689673483968305 -0.443779894380474 -0.433720363515655 -0.544062304268945 -0.165925455007214 -0.615113517110393 -0.729577406782026 -0.669411246229686 -0.891227855449821 -0.542445939512316
"6" -1.74175179151254 -0.834346925551321 -0.31139477574853 -1.44010518561371 -0.66592642502327 -1.27518527821453 -1.34899027176244 -1.25563228075941 -1.80957982732933 -1.30207974635778
"7" 0.033110324315292 -0.386892830988529 0.714054444382792 -0.431454619079375 -0.237582689154267 -0.428866811242583 -0.459641129469786 0.390706871287546 -0.398529411696972 -0.768433448339387
"8" -0.562077307013569 -0.668296395085455 0.548380150225286 -0.481755484317477 -0.113529150548911 -0.106671445279749 -0.788749787553395 -0.0515659101908614 -0.528543723813062 -1.01223509474356
"9" -0.181232069706109 -0.353206040157411 -0.352437111902179 -0.0112717960880099 -0.246891757243958 -0.782990976182699 -0.698859083439725 -0.834709127394706 -0.745881830718316 -1.17188335153089
"10" -0.0765470965191724 -0.0590870214985871 0.157346845036297 0.173095040224778 0.0260620641644879 -0.1857413397591 -0.223587900694016 -0.232367990111367 -0.324873904322841 -0.190462892726788
"11" -0.525299292428189 -0.924602244848653 0.47774302869586 -0.485000794314768 0.0481248692905818 -0.710949312136057 -0.897818461301876 -0.966388167802631 -0.649529292057969 -1.17469630664555
"12" -0.150045716943183 -0.709463856381836 -0.180440769479929 0.282954253955814 0.0867790088077561 0.357570402139121 0.415683403600229 0.327235591682747 0.366476288822765 1.26377542343296
"13" -0.313692169856827 -0.46222588667483 0.40537707442635 0.207530721675839 0.106710596769984 -0.0117390562721739 -0.0449368803025739 0.288280262117723 0.236625164967766 -0.129665912984726
"14" 0.774440313907356 0.582387843963177 -0.552690362330007 0.834470441944298 0.301011840554585 0.881370821241252 1.10067064023324 1.3869466181966 1.12335307108103 1.4561138420077
"15" 0.856451038904503 0.376009267342119 0.809243459440497 0.630523138058573 0.0659250318101255 0.678289755794541 0.825671702163485 0.708512811722197 1.056055121682 1.68034903674036
"16" -0.310464796166255 -0.686754861393143 0.509647147713385 -0.686511325697305 0.0967771283994139 -0.854239613208636 -0.962195765846063 -1.24276652388513 -1.18827642193938 -1.40005208860009
"17" 0.568050136770792 -0.0253893862198706 0.419022164835878 -0.0797684407617553 -0.0369283677478165 0.224611485431584 -0.155093096395115 0.524891467750262 0.19993267789679 -0.291651274585117
"18" 0.121313864401168 -0.307042450654475 0.0572575690627983 -0.184479543657084 0.0957392134488347 -0.0725934506565917 -0.170822460703841 -0.295323164120417 -0.459807361627184 -0.679834356379447
"19" -0.81805892068957 -0.468117324891998 -0.00259515058921193 -1.18682789924273 -0.408126708982551 -0.748260680555955 -1.08686759526205 -0.627971050639998 -1.39051113888488 -1.78823489295786
"20" 0.761342048213728 0.433773913050907 0.299049367360481 0.788071924942055 0.0666905120633304 0.796539898584897 0.993452249427911 0.471098306134351 1.20572248769248 1.78582499068475
"21" -0.0665081535156217 -0.508695993559438 0.216895505214333 -0.111862788173796 -0.286215404111621 -0.0336576356791739 -0.313570704120592 -0.341711284106116 -0.0142553104266163 0.0983792391795226
"22" -0.509869824457414 0.187871372483698 0.916112767028822 -0.437956684880189 -0.652468114315196 -0.201178495229598 -1.29471449682599 -1.07817175462742 -0.431893665108674 -0.533412783752884
"23" -0.688574359903374 0.45057364771323 0.366871873280876 0.282056731834368 -0.253966746662953 0.235704951092134 0.649532910512094 1.23382502568492 0.360563739451381 0.278616119196006
"24" 0.587762284972309 2.16988950356919 -0.0753820752576526 1.2014401448894 0.396213641728239 0.654957795987871 0.726441449891797 1.42148100454392 1.5123044104924 2.48477336645283
"25" -0.265729432207447 -0.132202706782834 -0.430140825868886 0.369527958234944 0.284817560442966 0.297954630532709 0.188329000247141 -0.390193850227263 0.243767254190846 0.525742631044825
"26" -0.224647480533207 0.72500891480188 -0.45310576113954 0.142271419739097 0.252408020501933 0.0114330085462001 0.141987823625793 0.223360697359326 -0.239346869488995 0.393433013891316
"27" 0.230421190771112 0.433450665792958 -0.373959626966509 0.360524374548559 -0.0998723928804201 0.00610941108225036 -0.0974942459855264 0.474466050368802 -0.293363354088893 0.56527748269438
"28" 0.115585804197427 -1.9383907402256 -0.767267951856291 -0.356421415794438 -0.198456023762919 -0.31100538815123 -0.294711245545895 -0.0866375079104749 -0.624584051515585 -0.711714580593033
"29" -0.273604934650035 -0.298027356982754 0.0755316795573259 -0.271987786559288 0.507099274106785 -0.541121990302088 -0.296315084285644 -0.151433587337428 -0.342772887619426 0.118560582406473
"30" 0.798269932489836 0.375311412091875 -0.836321121725927 0.750108247024508 0.129929930191323 0.695934619025271 0.642691957981343 1.09020076450705 1.07275336493235 1.75866538660077
